Bias,J(pixel 1),J(pixel 2),J(pixel 3),J(pixel 4),J(pixel 5),J(pixel 6),J(pixel 7),J(pixel 8)
0.98,64.1632,0,0,0,0,0,0,0
1,64.1632,0,0,0,0,0,0,0
1.02,64.1632,0,0,0,0,0,0,0
1.04,64.1632,0,0,0,0,0,0,0
1.06,64.1632,0,0,0,0,0,0,0
1.08,64.1632,0,0,0,0,0,0,0
1.1,64.1632,0,0,0,0,0,0,0
1.12,64.1619,0,0,0,0,0,0,0
1.14,64.1619,0,0,0,0,0,0,0
1.16,64.1619,0,0,0,0,0,0,0
1.18,64.1619,0,0,0,0,0,0,0
1.2,64.1619,0,0,0,0,0,0,0
1.2,64.1619,0,0,0,0,0,0,0
1.18,64.1619,0,0,0,0,0,0,0
1.16,64.1619,0,0,0,0,0,0,0
1.14,64.1619,0,0,0,0,0,0,0
1.12,64.1619,0,0,0,0,0,0,0
1.1,64.1632,0,0,0,0,0,0,0
1.08,64.1632,0,0,0,0,0,0,0
1.06,64.1632,0,0,0,0,0,0,0
1.04,64.1632,0,0,0,0,0,0,0
1.02,64.1632,0,0,0,0,0,0,0
1,64.1632,0,0,0,0,0,0,0
0.98,64.1632,0,0,0,0,0,0,0
0.96,64.1632,0,0,0,0,0,0,0
0.94,64.1632,0,0,0,0,0,0,0
0.92,64.1632,0,0,0,0,0,0,0
0.9,64.1632,0,0,0,0,0,0,0
0.88,64.1632,0,0,0,0,0,0,0
0.86,64.1632,0,0,0,0,0,0,0
0.84,64.1632,0,0,0,0,0,0,0
0.82,64.1632,0,0,0,0,0,0,0
0.8,64.1626,0,0,0,0,0,0,0
0.78,64.1632,0,0,0,0,0,0,0
0.76,64.1626,0,0,0,0,0,0,0
0.74,64.1626,0,0,0,0,0,0,0
0.72,64.1626,0,0,0,0,0,0,0
0.7,64.1626,0,0,0,0,0,0,0
0.68,64.1626,0,0,0,0,0,0,0
0.66,64.1626,0,0,0,0,0,0,0
0.64,64.1626,0,0,0,0,0,0,0
0.62,64.1626,0,0,0,0,0,0,0
0.6,64.1626,0,0,0,0,0,0,0
0.58,64.1626,0,0,0,0,0,0,0
0.56,64.1626,0,0,0,0,0,0,0
0.54,64.1626,0,0,0,0,0,0,0
0.52,64.1626,0,0,0,0,0,0,0
0.5,64.1626,0,0,0,0,0,0,0
0.48,64.1626,0,0,0,0,0,0,0
0.46,62.0345,0,0,0,0,0,0,0
0.44,58.2613,0,0,0,0,0,0,0
0.42,54.5305,0,0,0,0,0,0,0
0.4,50.758,0,0,0,0,0,0,0
0.38,47.06,0,0,0,0,0,0,0
0.36,43.3721,0,0,0,0,0,0,0
0.34,39.7472,0,0,0,0,0,0,0
0.32,36.155,0,0,0,0,0,0,0
0.3,32.677,0,0,0,0,0,0,0
0.28,29.1772,0,0,0,0,0,0,0
0.26,25.7191,0,0,0,0,0,0,0
0.24,22.25,0,0,0,0,0,0,0
0.22,18.8419,0,0,0,0,0,0,0
0.2,15.4576,0,0,0,0,0,0,0
0.18,12.1464,0,0,0,0,0,0,0
0.16,8.84997,0,0,0,0,0,0,0
0.14,5.54198,0,0,0,0,0,0,0
0.12,2.27954,0,0,0,0,0,0,0
0.1,-0.929651,0,0,0,0,0,0,0
0.08,-4.06955,0,0,0,0,0,0,0
0.06,-7.22228,0,0,0,0,0,0,0
0.04,-10.4077,0,0,0,0,0,0,0
0.02,-13.5547,0,0,0,0,0,0,0
0,-16.7215,0,0,0,0,0,0,0


Parameter,Pixel 1,Pixel 2,Pixel 3,Pixel 4,Pixel 5,Pixel 6,Pixel 7,Pixel 8
Voc (V),0.116773,0,0,0,0,0,0,0
Jsc (mA/cm^2),-17.2739,0,0,0,0,0,0,0
FF (%),25.3912,0,0,0,0,0,0,0
Vmpp (V),0.06,0,0,0,0,0,0,0
Jmpp (mA/cm^2),-8.53623,0,0,0,0,0,0,0
Efficiency (%),0.512174,0,0,0,0,0,0,0
Voc (V),0.105794,0,0,0,0,0,0,0
Jsc (mA/cm^2),-16.7215,0,0,0,0,0,0,0
FF (%),24.4957,0,0,0,0,0,0,0
Vmpp (V),0.06,0,0,0,0,0,0,0
Jmpp (mA/cm^2),-7.22228,0,0,0,0,0,0,0
Efficiency (%),0.433337,0,0,0,0,0,0,0
