Bias,J(pixel 1),J(pixel 2),J(pixel 3),J(pixel 4),J(pixel 5),J(pixel 6),J(pixel 7),J(pixel 8)
0.48,-20.8779,50.2474,399.074,-23.0966,-22.3743,-21.2889,0,0
0.5,-20.3551,53.9465,399.074,-23.0886,-22.3344,-21.2769,0,0
0.52,-19.6728,58.1963,399.078,-23.0527,-22.3264,-21.257,0,0
0.54,-18.755,63.7111,399.078,-23.0646,-22.3224,-21.2729,0,0
0.56,-17.6736,70.423,399.074,-23.0168,-22.3424,-21.2291,0,0
0.58,-16.3288,77.7215,399.078,-22.905,-22.2945,-21.1413,0,0
0.6,-14.7326,86.3248,399.078,-22.9449,-22.2825,-21.1413,0,0
0.62,-12.8532,97.075,399.078,-22.8611,-22.2466,-21.1133,0,0
0.64,-10.6464,108.184,399.078,-22.7614,-22.2546,-21.0615,0,0
0.66,-8.05666,121.991,399.078,-22.6816,-22.2426,-21.0056,0,0
0.68,-5.04389,134.792,399.078,-22.7135,-22.2267,-20.9617,0,0
0.7,-1.56824,150.403,399.078,-22.6816,-22.1828,-20.8619,0,0
0.72,2.56185,166.5,399.078,-22.6417,-22.1309,-20.7263,0,0
0.74,7.34238,183.488,399.078,-22.5579,-22.091,-20.6065,0,0
0.76,12.7733,201.584,399.078,-22.482,-22.0192,-20.4549,0,0
0.78,18.9505,220.559,399.078,-22.3384,-21.9034,-20.2873,0,0
0.8,25.9178,240.507,399.078,-22.1468,-21.7837,-20.0479,0,0
0.82,33.6592,261.684,399.078,-21.8436,-21.6201,-19.7526,0,0
0.84,42.2267,283.292,399.078,-21.4006,-21.4326,-19.4254,0,0
0.86,51.5124,305.02,399.078,-20.822,-21.1133,-18.9745,0,0
0.88,61.5922,327.61,399.078,-19.9641,-20.7063,-18.3599,0,0
0.9,72.4062,351.321,399.078,-18.6951,-20.004,-17.5738,0,0
0.92,83.8907,375.583,399.078,-16.676,-19.0064,-16.4765,0,0
0.94,96.0615,399.078,399.078,-13.743,-17.49,-14.9721,0,0
0.96,108.875,399.078,399.078,-9.4174,-15.1596,-12.8452,0,0
0.98,122.271,399.078,399.078,-3.26816,-11.6161,-9.82043,0,0
1,136.221,399.078,399.078,5.11173,-6.38468,-5.72227,0,0
1.02,150.706,399.078,399.078,16.0016,1.0814,-0.267358,0,0
1.04,165.623,399.078,399.078,29.5411,11.0415,6.63208,0,0
1.06,181.077,399.082,399.078,45.85,23.8148,15.0359,0,0
1.08,196.963,399.082,399.078,64.8524,39.3615,24.8404,0,0
1.1,213.24,399.078,399.078,86.4046,57.6057,35.9298,0,0
1.12,231.165,399.074,399.074,109.824,77.8611,47.901,0,0
1.14,247.199,399.074,399.074,136.157,101.105,61.265,0,0
1.16,263.743,399.074,399.074,163.675,125.591,75.0559,0,0
1.18,281.608,399.074,399.074,194.218,152.905,90.1197,0,0
1.2,299.892,399.074,399.074,226.592,182.031,105.898,0,0
1.2,294.517,399.074,399.074,224.541,180.926,105.527,0,0
1.18,266.437,399.074,399.074,188.567,149.888,89.1221,0,0
1.16,240.219,399.074,399.074,155.048,121.026,73.5315,0,0
1.14,216.325,399.074,399.074,125.108,95.3591,59.3456,0,0
1.12,193.18,399.074,399.074,96.8316,71.3009,45.6624,0,0
1.1,175.12,399.078,399.082,72.3783,50.4988,33.3639,0,0
1.08,153.579,399.082,399.082,50.3512,32.3703,22.2785,0,0
1.06,134.629,399.078,399.078,31.8117,18.0128,12.6536,0,0
1.04,117.43,399.078,399.082,16.68,6.18117,4.56105,0,0
1.02,101.875,399.078,399.078,5.49082,-2.69354,-1.90742,0,0
1,87.7773,399.078,399.078,-3.64326,-9.01038,-6.9593,0,0
0.98,75.1317,399.078,399.078,-10.1955,-13.328,-10.7143,0,0
0.96,63.8547,399.078,399.078,-14.3496,-16.1453,-13.2881,0,0
0.94,53.8547,376.061,399.078,-16.5962,-17.9808,-15.1636,0,0
0.92,45.0439,349.848,399.078,-18.4278,-19.1061,-16.4964,0,0
0.9,37.2905,324.517,399.078,-19.597,-19.8164,-17.4461,0,0
0.88,30.4908,299.884,399.078,-20.3751,-20.2753,-18.1764,0,0
0.86,24.5172,276.365,399.078,-20.9338,-20.6704,-18.759,0,0
0.84,19.2538,253.643,399.078,-21.3807,-20.9936,-19.1899,0,0
0.82,14.5411,231.656,399.078,-21.66,-21.2251,-19.565,0,0
0.8,10.2873,210.215,399.078,-21.9912,-21.4126,-19.8524,0,0
0.78,6.46049,189.717,399.078,-22.2306,-21.5523,-20.1038,0,0
0.76,2.98883,170.1,399.078,-22.3504,-21.6879,-20.2833,0,0
0.74,-0.183559,151.389,399.078,-22.49,-21.7837,-20.5028,0,0
0.72,-3.07662,133.444,399.078,-22.5619,-21.8955,-20.6265,0,0
0.7,-5.70231,116.265,399.078,-22.6457,-21.9832,-20.7741,0,0
0.68,-8.09657,100.104,399.078,-22.7334,-22.0431,-20.8739,0,0
0.66,-10.1875,84.996,399.078,-22.7973,-22.1109,-20.9338,0,0
0.64,-12.099,70.9018,399.078,-22.8252,-22.1788,-21.0495,0,0
0.62,-13.8109,57.8931,399.078,-22.8931,-22.2147,-21.1293,0,0
0.6,-15.2674,45.9497,399.078,-22.8532,-22.2386,-21.1453,0,0
0.58,-16.4804,35.2873,399.078,-22.8851,-22.2426,-21.1931,0,0
0.56,-17.5379,25.9777,399.074,-22.8771,-22.2745,-21.1891,0,0
0.54,-18.4118,18.0287,399.074,-22.909,-22.2945,-21.253,0,0
0.52,-19.1221,11.2131,399.074,-22.897,-22.3344,-21.3049,0,0
0.5,-19.6608,5.93376,399.074,-22.909,-22.3623,-21.3128,0,0
0.48,-20.0918,1.62809,399.074,-22.9529,-22.3543,-21.261,0,0
0.46,-20.3911,-1.92338,399.074,-23.0726,-22.3504,-21.2729,0,0
0.44,-20.6145,-4.50519,399.074,-23.0646,-22.3623,-21.3208,0,0
0.42,-20.7901,-6.68396,399.074,-23.1524,-22.3464,-21.3528,0,0
0.4,-20.9377,-8.42378,399.074,-23.1524,-22.3543,-21.3607,0,0
0.38,-21.0016,-9.64884,399.074,-23.1524,-22.3424,-21.3488,0,0
0.36,-21.0176,-10.9178,399.074,-23.1325,-22.3384,-21.3687,0,0
0.34,-21.0415,-12.0431,389.549,-23.1085,-22.3065,-21.3767,0,0
0.32,-21.0974,-13.0846,364.433,-23.0726,-22.3065,-21.3687,0,0
0.3,-21.1133,-13.9266,339.533,-23.1165,-22.2745,-21.3488,0,0
0.28,-21.1373,-14.7167,314.581,-23.1445,-22.3583,-21.3488,0,0
0.26,-21.1891,-15.5547,289.92,-23.1325,-22.3943,-21.3567,0,0
0.24,-21.1532,-16.265,265.463,-23.1245,-22.4022,-21.3607,0,0
0.22,-21.1253,-16.9872,241.105,-23.1644,-22.4182,-21.3727,0,0
0.2,-21.1093,-17.6217,216.967,-23.1445,-22.3903,-21.3887,0,0
0.18,-21.0974,-18.2642,192.929,-23.1484,-22.3663,-21.3807,0,0
0.16,-21.1492,-18.7909,169.026,-23.1764,-22.3982,-21.3927,0,0
0.14,-21.2171,-19.3216,145.343,-23.1125,-22.4182,-21.4086,0,0
0.12,-21.3328,-19.8603,121.804,-23.1245,-22.4541,-21.3966,0,0
0.1,-21.3847,-20.3312,98.4318,-23.1684,-22.4381,-21.4366,0,0
0.08,-21.233,-20.7542,75.2155,-23.1564,-22.4302,-21.4166,0,0
0.06,-21.1532,-21.1173,52.1947,-23.1644,-22.3982,-21.4126,0,0
0.04,-21.1093,-21.4206,29.1341,-23.1963,-22.4062,-21.4206,0,0
0.02,-21.1532,-21.7199,6.17318,-23.1923,-22.3982,-21.4366,0,0
0,-21.2091,-22.0391,-16.7318,-23.1804,-22.4222,-21.4246,0,0


Parameter,Pixel 1,Pixel 2,Pixel 3,Pixel 4,Pixel 5,Pixel 6,Pixel 7,Pixel 8
Voc (V),0.707594,0.179842,0,0.9878,1.0171,1.02078,0,0
Jsc (mA/cm^2),-22.0471,-21.5323,-16.7079,-23.2362,-22.3943,-21.3807,0,0
FF (%),65.5743,28.5544,NaN,78.3197,79.9988,74.7681,0,0
Vmpp (V),0.52,0.1,0,0.84,0.88,0.86,0,0
Jmpp (mA/cm^2),-19.6728,-11.0575,-16.7079,-21.4006,-20.7063,-18.9745,0,0
Efficiency (%),10.2298,1.10575,0,17.9765,18.2215,16.318,0,0
Voc (V),0.741157,0.470831,0,1.00798,1.02607,1.0259,0,0
Jsc (mA/cm^2),-21.2091,-22.0391,-16.7318,-23.1804,-22.4222,-21.4246,0,0
FF (%),63.2567,40.3507,NaN,77.0504,77.5525,73.3992,0,0
Vmpp (V),0.52,0.32,0,0.86,0.88,0.86,0,0
Jmpp (mA/cm^2),-19.1221,-13.0846,-16.7318,-20.9338,-20.2753,-18.759,0,0
Efficiency (%),9.9435,4.18707,0,18.003,17.8423,16.1327,0,0
